,TF-IDF
облако,0.028712305403036494
дождь,0.028180596043721
крест,0.027648886684405512
вино,0.027648886684405512
бежать,0.027648886684405512
спать,0.027648886684405512
долина,0.027648886684405512
слава,0.02711717732509002
счастие,0.02711717732509002
немой,0.02711717732509002
писатель,0.026585467965774528
церковь,0.026585467965774528
краска,0.026585467965774528
слышать,0.026585467965774528
ковчег,0.026585467965774528
имя,0.026585467965774528
гацкославацкий,0.02605375860645904
сей,0.02605375860645904
милый,0.02605375860645904
дело,0.02605375860645904
закат,0.02605375860645904
окно,0.02605375860645904
далекий,0.02605375860645904
амирханян,0.025522049247143547
желтый,0.025522049247143547
издво,0.025522049247143547
последний,0.025522049247143547
глядеть,0.025522049247143547
взор,0.025522049247143547
светлый,0.025522049247143547
беда,0.025522049247143547
он,0.025522049247143547
звук,0.024990339887828058
самый,0.024990339887828058
звать,0.024990339887828058
снова,0.024990339887828058
умирать,0.024990339887828058
страшный,0.024990339887828058
луч,0.024458630528512566
гуманитарий,0.024458630528512566
мгла,0.024458630528512566
россия,0.024458630528512566
конец,0.024458630528512566
увидеть,0.024458630528512566
дерево,0.024458630528512566
грудь,0.024458630528512566
голос,0.023926921169197077
вера,0.023926921169197077
природа,0.023926921169197077
вольфсон,0.023926921169197077
заря,0.023926921169197077
искать,0.023926921169197077
лежать,0.023395211809881584
тьма,0.023395211809881584
след,0.023395211809881584
красный,0.023395211809881584
трава,0.023395211809881584
чужой,0.023395211809881584
горячий,0.022863502450566096
высокий,0.022863502450566096
луна,0.022863502450566096
птица,0.022331793091250603
крик,0.022331793091250603
могила,0.022331793091250603
хачкар,0.022331793091250603
печаль,0.022331793091250603
дым,0.022331793091250603
виноград,0.022331793091250603
печальный,0.022331793091250603
цвет,0.022331793091250603
литературный,0.022331793091250603
пред,0.022331793091250603
себя,0.022331793091250603
никто,0.021800083731935115
плыть,0.021800083731935115
оставлять,0.021800083731935115
оставаться,0.021800083731935115
роза,0.021800083731935115
вдали,0.021800083731935115
прощать,0.021800083731935115
далеко,0.021800083731935115
толпа,0.021268374372619622
родина,0.021268374372619622
входить,0.021268374372619622
вести,0.021268374372619622
нога,0.021268374372619622
цвести,0.021268374372619622
понимать,0.021268374372619622
язык,0.020736665013304133
гос,0.020736665013304133
кровавый,0.020736665013304133
габриэлян,0.020736665013304133
рана,0.020736665013304133
тело,0.020736665013304133
тихий,0.020736665013304133
звягинцев,0.020736665013304133
взгляд,0.020736665013304133
сочинение,0.020736665013304133
радость,0.02020495565398864
вечер,0.02020495565398864
открывать,0.02020495565398864
встречать,0.02020495565398864
горький,0.02020495565398864
верить,0.02020495565398864
автор,0.02020495565398864
давно,0.02020495565398864
рассвет,0.02020495565398864
туча,0.02020495565398864
ан,0.02020495565398864
прекрасный,0.019673246294673152
земной,0.019673246294673152
вид,0.019673246294673152
труд,0.019673246294673152
очерк,0.019673246294673152
турок,0.019673246294673152
солнечный,0.019673246294673152
стон,0.019673246294673152
республика,0.019673246294673152
сам,0.019673246294673152
погибать,0.019673246294673152
золотой,0.019673246294673152
средь,0.01914153693535766
мысль,0.01914153693535766
эривань,0.01914153693535766
пир,0.01914153693535766
избранный,0.01914153693535766
журнал,0.01914153693535766
худож,0.01914153693535766
парус,0.01914153693535766
добрый,0.01914153693535766
национальный,0.01914153693535766
ред,0.01914153693535766
бросать,0.01914153693535766
былой,0.01860982757604217
зима,0.01860982757604217
зной,0.01860982757604217
музейинститут,0.01860982757604217
мд,0.01860982757604217
спасать,0.01860982757604217
конь,0.01860982757604217
место,0.01860982757604217
хлеб,0.01860982757604217
мертвый,0.01860982757604217
вступ,0.01860982757604217
туманян,0.01860982757604217
развалины,0.01807811821672668
какой,0.01807811821672668
пойти,0.01807811821672668
ущелие,0.01807811821672668
страх,0.01807811821672668
ах,0.01807811821672668
узнавать,0.01807811821672668
кубатьян,0.01807811821672668
ряд,0.01807811821672668
хранить,0.01807811821672668
страсть,0.01807811821672668
скоро,0.01807811821672668
история,0.01807811821672668
восток,0.01807811821672668
молитва,0.01807811821672668
играть,0.01807811821672668
молодой,0.01807811821672668
зеленый,0.01754640885741119
воздух,0.01754640885741119
пасть,0.01754640885741119
покой,0.01754640885741119
склон,0.01754640885741119
грозный,0.01754640885741119
кто,0.01754640885741119
полный,0.01754640885741119
дышать,0.01754640885741119
пока,0.01754640885741119
мрак,0.01754640885741119
пламень,0.01754640885741119
подымать,0.017014699498095698
ум,0.017014699498095698
злой,0.017014699498095698
течь,0.017014699498095698
осень,0.017014699498095698
видный,0.017014699498095698
дно,0.017014699498095698
письмо,0.017014699498095698
убия,0.017014699498095698
жена,0.017014699498095698
мука,0.017014699498095698
бить,0.01648299013878021
высота,0.01648299013878021
борьба,0.01648299013878021
пожар,0.01648299013878021
советский,0.01648299013878021
дикий,0.01648299013878021
ложиться,0.01648299013878021
сарьян,0.01648299013878021
маленький,0.01648299013878021
роман,0.01648299013878021
ереванский,0.015951280779464717
улица,0.015951280779464717
губа,0.015951280779464717
темный,0.015951280779464717
меч,0.015951280779464717
селение,0.015951280779464717
готовый,0.015951280779464717
саркис,0.015951280779464717
меж,0.015951280779464717
когдатый,0.015951280779464717
битва,0.015951280779464717
плечо,0.015951280779464717
думать,0.015951280779464717
женщина,0.015951280779464717
выходить,0.015951280779464717
молчать,0.015951280779464717
ль,0.015951280779464717
евфрат,0.015951280779464717
костер,0.015951280779464717
гроза,0.015951280779464717
литература,0.015951280779464717
правда,0.015419571420149228
ходить,0.015419571420149228
художник,0.015419571420149228
ко,0.015419571420149228
лирика,0.015419571420149228
крыло,0.015419571420149228
вокруг,0.015419571420149228
произведение,0.015419571420149228
иной,0.015419571420149228
страдание,0.015419571420149228
туф,0.015419571420149228
монастырь,0.015419571420149228
поэма,0.015419571420149228
бедный,0.015419571420149228
господь,0.015419571420149228
лес,0.015419571420149228
еще,0.015419571420149228
памятник,0.014887862060833737
пахнуть,0.014887862060833737
божий,0.014887862060833737
свеча,0.014887862060833737
ной,0.014887862060833737
даль,0.014887862060833737
портал,0.014887862060833737
нести,0.014887862060833737
славный,0.014887862060833737
сколько,0.014887862060833737
турецкий,0.014887862060833737
пыль,0.014887862060833737
восставать,0.014887862060833737
ночной,0.014887862060833737
просто,0.014887862060833737
сборник,0.014887862060833737
пустой,0.014356152701518247
дневник,0.014356152701518247
картина,0.014356152701518247
победа,0.014356152701518247
должный,0.014356152701518247
круг,0.014356152701518247
арцах,0.014356152701518247
орел,0.014356152701518247
взять,0.014356152701518247
григоров,0.014356152701518247
хотеться,0.014356152701518247
странный,0.014356152701518247
чей,0.014356152701518247
красота,0.014356152701518247
страница,0.014356152701518247
рождаться,0.014356152701518247
плита,0.013824443342202756
еврей,0.013824443342202756
принимать,0.013824443342202756
иль,0.013824443342202756
священный,0.013824443342202756
тихо,0.013824443342202756
цепь,0.013824443342202756
шум,0.013824443342202756
столетие,0.013824443342202756
городецкий,0.013824443342202756
сжигать,0.013824443342202756
струна,0.013824443342202756
рай,0.013824443342202756
строка,0.013824443342202756
голубой,0.013824443342202756
эчмиадзин,0.013824443342202756
радуга,0.013824443342202756
старик,0.013824443342202756
лоза,0.013292733982887264
музыка,0.013292733982887264
уставать,0.013292733982887264
сниться,0.013292733982887264
нежный,0.013292733982887264
близкий,0.013292733982887264
отзвук,0.013292733982887264
жертва,0.013292733982887264
чудо,0.013292733982887264
тысяча,0.013292733982887264
свод,0.013292733982887264
сиять,0.013292733982887264
око,0.013292733982887264
плод,0.013292733982887264
борис,0.013292733982887264
гордый,0.013292733982887264
ручей,0.013292733982887264
вадимович,0.013292733982887264
восходить,0.013292733982887264
шуваевапетросян,0.013292733982887264
собр,0.013292733982887264
кипеть,0.013292733982887264
собирать,0.013292733982887264
вечность,0.013292733982887264
лето,0.013292733982887264
мечта,0.013292733982887264
отчизна,0.013292733982887264
бояться,0.013292733982887264
запах,0.013292733982887264
держать,0.012761024623571773
едва,0.012761024623571773
стремиться,0.012761024623571773
род,0.012761024623571773
юг,0.012761024623571773
знамя,0.012761024623571773
пустыня,0.012761024623571773
близко,0.012761024623571773
целый,0.012761024623571773
грох,0.012761024623571773
араратский,0.012761024623571773
дрожать,0.012761024623571773
смеяться,0.012761024623571773
дар,0.012761024623571773
ктото,0.012761024623571773
бездна,0.012761024623571773
дорогой,0.012761024623571773
кричать,0.012761024623571773
стихира,0.012761024623571773
миг,0.012761024623571773
власть,0.012761024623571773
спасение,0.012229315264256283
точно,0.012229315264256283
горечь,0.012229315264256283
расти,0.012229315264256283
биться,0.012229315264256283
любой,0.012229315264256283
вечно,0.012229315264256283
сетевой,0.012229315264256283
суровый,0.012229315264256283
спускаться,0.012229315264256283
она,0.012229315264256283
комитас,0.012229315264256283
сотня,0.012229315264256283
гайк,0.012229315264256283
стол,0.012229315264256283
тяжкий,0.012229315264256283
слушать,0.012229315264256283
огромный,0.012229315264256283
сидеть,0.012229315264256283
глухой,0.012229315264256283
ползти,0.012229315264256283
кланяться,0.012229315264256283
герой,0.012229315264256283
казаться,0.012229315264256283
смочь,0.012229315264256283
пепел,0.012229315264256283
занг,0.012229315264256283
лист,0.012229315264256283
ее,0.012229315264256283
лик,0.012229315264256283
левон,0.012229315264256283
скрывать,0.012229315264256283
старинный,0.012229315264256283
ильич,0.012229315264256283
север,0.012229315264256283
праздник,0.012229315264256283
прах,0.012229315264256283
стадо,0.012229315264256283
дева,0.011697605904940792
современный,0.011697605904940792
буква,0.011697605904940792
литься,0.011697605904940792
гром,0.011697605904940792
публикация,0.011697605904940792
воля,0.011697605904940792
весенний,0.011697605904940792
наири,0.011697605904940792
хребет,0.011697605904940792
являться,0.011697605904940792
баюбай,0.011697605904940792
звенеть,0.011697605904940792
научнокультурологический,0.011697605904940792
полет,0.011697605904940792
туда,0.011697605904940792
мост,0.011697605904940792
подниматься,0.011697605904940792
прозрачный,0.011697605904940792
ясный,0.011165896545625302
повсюду,0.011165896545625302
услышать,0.011165896545625302
карабах,0.011165896545625302
неведомый,0.011165896545625302
аракса,0.011165896545625302
удар,0.011165896545625302
кулебякин,0.011165896545625302
глубина,0.011165896545625302
алый,0.011165896545625302
крыша,0.011165896545625302
собака,0.011165896545625302
долгий,0.011165896545625302
вестник,0.011165896545625302
жар,0.011165896545625302
гранат,0.011165896545625302
свободный,0.011165896545625302
бывать,0.011165896545625302
уста,0.011165896545625302
слух,0.011165896545625302
лаваш,0.011165896545625302
ссылка,0.011165896545625302
ужас,0.011165896545625302
худой,0.011165896545625302
холм,0.011165896545625302
гость,0.011165896545625302
шаг,0.011165896545625302
граница,0.011165896545625302
вперед,0.011165896545625302
тонкий,0.011165896545625302
падать,0.011165896545625302
потоп,0.011165896545625302
честь,0.011165896545625302
скорбный,0.011165896545625302
похожий,0.010634187186309811
исаакян,0.010634187186309811
несчастный,0.010634187186309811
яркий,0.010634187186309811
нестись,0.010634187186309811
ворота,0.010634187186309811
упасть,0.010634187186309811
предел,0.010634187186309811
предисл,0.010634187186309811
бессмертие,0.010634187186309811
статья,0.010634187186309811
стонать,0.010634187186309811
утес,0.010634187186309811
примеч,0.010634187186309811
буря,0.010634187186309811
блеск,0.010634187186309811
тревога,0.010634187186309811
исчезать,0.010634187186309811
нужный,0.010634187186309811
верашинутюн,0.010634187186309811
встреча,0.010634187186309811
шуметь,0.010634187186309811
кавказ,0.010634187186309811
пшат,0.010634187186309811
рожать,0.010634187186309811
ерев,0.010634187186309811
тропа,0.010634187186309811
авт,0.010634187186309811
бродить,0.010634187186309811
слепой,0.010634187186309811
унт,0.010634187186309811
коммитет,0.010634187186309811
звартноц,0.010634187186309811
знак,0.010634187186309811
разный,0.010634187186309811
они,0.010634187186309811
том,0.010634187186309811
тайна,0.010634187186309811
сладкий,0.010634187186309811
писать,0.010634187186309811
счастливый,0.010634187186309811
убивать,0.010634187186309811
тяжелый,0.010634187186309811
вместе,0.010634187186309811
внизу,0.010634187186309811
царство,0.010634187186309811
седина,0.010634187186309811
легкий,0.010634187186309811
мехер,0.010634187186309811
движение,0.010634187186309811
купол,0.010634187186309811
видение,0.01010247782699432
осенний,0.01010247782699432
вернуться,0.01010247782699432
крутой,0.01010247782699432
лед,0.01010247782699432
столица,0.01010247782699432
девочка,0.01010247782699432
молиться,0.01010247782699432
длинный,0.01010247782699432
девушка,0.01010247782699432
рассказ,0.01010247782699432
видно,0.01010247782699432
приносить,0.01010247782699432
зло,0.01010247782699432
военный,0.01010247782699432
кость,0.01010247782699432
пещера,0.01010247782699432
небесный,0.01010247782699432
скорбь,0.01010247782699432
красивый,0.01010247782699432
вековой,0.01010247782699432
звучать,0.01010247782699432
песнь,0.01010247782699432
кров,0.01010247782699432
крепость,0.01010247782699432
вселенная,0.01010247782699432
воин,0.01010247782699432
закон,0.01010247782699432
порог,0.01010247782699432
сверкать,0.01010247782699432
вопрос,0.01010247782699432
аня,0.01010247782699432
шептать,0.01010247782699432
ухо,0.01010247782699432
садиться,0.01010247782699432
помощь,0.01010247782699432
узкий,0.01010247782699432
глас,0.01010247782699432
климов,0.01010247782699432
сходить,0.01010247782699432
гегард,0.01010247782699432
рыдать,0.01010247782699432
долго,0.00957076846767883
дальний,0.00957076846767883
помогать,0.00957076846767883
стамбул,0.00957076846767883
воспевать,0.00957076846767883
простой,0.00957076846767883
арагаста,0.00957076846767883
арешян,0.00957076846767883
прямо,0.00957076846767883
прийти,0.00957076846767883
листва,0.00957076846767883
медленно,0.00957076846767883
простор,0.00957076846767883
сторона,0.00957076846767883
песок,0.00957076846767883
надпись,0.00957076846767883
часть,0.00957076846767883
нагорный,0.00957076846767883
вина,0.00957076846767883
сегодня,0.00957076846767883
жечь,0.00957076846767883
выпуск,0.00957076846767883
строгий,0.00957076846767883
слишком,0.00957076846767883
мало,0.00957076846767883
арменгиз,0.00957076846767883
застыть,0.00957076846767883
зверь,0.00957076846767883
исход,0.00957076846767883
куст,0.00957076846767883
рядом,0.00957076846767883
веселый,0.00957076846767883
рот,0.00957076846767883
летний,0.00957076846767883
эпоха,0.00957076846767883
розовый,0.00957076846767883
чистый,0.00957076846767883
солдат,0.00957076846767883
бакинский,0.00903905910836334
христос,0.00903905910836334
сухой,0.00903905910836334
узор,0.00903905910836334
сова,0.00903905910836334
вдаль,0.00903905910836334
собираться,0.00903905910836334
село,0.00903905910836334
ведать,0.00903905910836334
труп,0.00903905910836334
виться,0.00903905910836334
глина,0.00903905910836334
ветка,0.00903905910836334
кругом,0.00903905910836334
дата,0.00903905910836334
рыжий,0.00903905910836334
отдавать,0.00903905910836334
нагорье,0.00903905910836334
се,0.00903905910836334
быстро,0.00903905910836334
сюда,0.00903905910836334
благо,0.00903905910836334
брюсов,0.00903905910836334
дудук,0.00903905910836334
плен,0.00903905910836334
спешить,0.00903905910836334
верный,0.00903905910836334
библейский,0.00903905910836334
вечерний,0.00903905910836334
арагац,0.00903905910836334
семья,0.00903905910836334
скрываться,0.00903905910836334
разбивать,0.00903905910836334
острый,0.00903905910836334
дома,0.00903905910836334
пис,0.00903905910836334
печь,0.00903905910836334
советакан,0.00903905910836334
гроб,0.00903905910836334
кажется,0.00903905910836334
золото,0.00903905910836334
вагаршапат,0.008507349749047849
резня,0.008507349749047849
турция,0.008507349749047849
прятаться,0.008507349749047849
заветный,0.008507349749047849
разрушать,0.008507349749047849
зуб,0.008507349749047849
желание,0.008507349749047849
пылать,0.008507349749047849
вспомнить,0.008507349749047849
что,0.008507349749047849
гнать,0.008507349749047849
тишь,0.008507349749047849
делать,0.008507349749047849
лев,0.008507349749047849
легко,0.008507349749047849
открываться,0.008507349749047849
лить,0.008507349749047849
ответ,0.008507349749047849
греметь,0.008507349749047849
слагать,0.008507349749047849
град,0.008507349749047849
таинственный,0.008507349749047849
войско,0.008507349749047849
мед,0.008507349749047849
дитя,0.008507349749047849
обрыв,0.008507349749047849
снегов,0.008507349749047849
снежный,0.008507349749047849
собрание,0.008507349749047849
согревать,0.008507349749047849
сосед,0.008507349749047849
струиться,0.008507349749047849
сражение,0.008507349749047849
стакан,0.008507349749047849
второй,0.008507349749047849
абрикос,0.008507349749047849
наполнять,0.008507349749047849
племя,0.008507349749047849
птичий,0.008507349749047849
поток,0.008507349749047849
родник,0.008507349749047849
дмитрий,0.008507349749047849
жажда,0.008507349749047849
ехать,0.008507349749047849
ковер,0.008507349749047849
блистать,0.008507349749047849
книжный,0.008507349749047849
фонтан,0.008507349749047849
ныне,0.007975640389732358
простереть,0.007975640389732358
амирам,0.007975640389732358
минаков,0.007975640389732358
глава,0.007975640389732358
равный,0.007975640389732358
хватить,0.007975640389732358
широкий,0.007975640389732358
мл,0.007975640389732358
третий,0.007975640389732358
глубокий,0.007975640389732358
обретать,0.007975640389732358
бровь,0.007975640389732358
учить,0.007975640389732358
проливать,0.007975640389732358
дремать,0.007975640389732358
овца,0.007975640389732358
успевать,0.007975640389732358
галина,0.007975640389732358
гаспарять,0.007975640389732358
навек,0.007975640389732358
вспыхивать,0.007975640389732358
народный,0.007975640389732358
напев,0.007975640389732358
начало,0.007975640389732358
родимый,0.007975640389732358
угрюмый,0.007975640389732358
назад,0.007975640389732358
невзгода,0.007975640389732358
ад,0.007975640389732358
ода,0.007975640389732358
страж,0.007975640389732358
зангезур,0.007975640389732358
зреть,0.007975640389732358
сражать,0.007975640389732358
молчание,0.007975640389732358
замирать,0.007975640389732358
николаевский,0.007975640389732358
правый,0.007975640389732358
масис,0.007975640389732358
божественный,0.007975640389732358
покрывать,0.007975640389732358
сергей,0.007975640389732358
детский,0.007975640389732358
грядущий,0.007975640389732358
хороший,0.007975640389732358
деревня,0.007975640389732358
переулок,0.007975640389732358
уносить,0.007975640389732358
служить,0.007975640389732358
сильный,0.007975640389732358
даниелевна,0.007975640389732358
лазурь,0.007975640389732358
ладонь,0.007975640389732358
очаг,0.007975640389732358
двор,0.007975640389732358
певец,0.007975640389732358
повторять,0.007975640389732358
детство,0.007975640389732358
вихорь,0.007975640389732358
климова,0.007975640389732358
подобный,0.007975640389732358
сэд,0.007975640389732358
армгосиздат,0.007975640389732358
плескаться,0.007975640389732358
оковы,0.007975640389732358
горло,0.007975640389732358
людской,0.007975640389732358
оно,0.007975640389732358
покидать,0.007975640389732358
побеждать,0.007975640389732358
чтото,0.007975640389732358
проза,0.007975640389732358
плач,0.007975640389732358
домой,0.007975640389732358
рваться,0.007443931030416869
тонуть,0.007443931030416869
дивный,0.007443931030416869
жестокий,0.007443931030416869
гарня,0.007443931030416869
тигран,0.007443931030416869
спрашивать,0.007443931030416869
спор,0.007443931030416869
спина,0.007443931030416869
густой,0.007443931030416869
гдеть,0.007443931030416869
свежий,0.007443931030416869
тронуть,0.007443931030416869
грустный,0.007443931030416869
груда,0.007443931030416869
рад,0.007443931030416869
жара,0.007443931030416869
возносить,0.007443931030416869
весть,0.007443931030416869
смех,0.007443931030416869
смертный,0.007443931030416869
нож,0.007443931030416869
позабывать,0.007443931030416869
касаться,0.007443931030416869
хотя,0.007443931030416869
утренний,0.007443931030416869
персидский,0.007443931030416869
полотно,0.007443931030416869
многий,0.007443931030416869
могучий,0.007443931030416869
открытый,0.007443931030416869
начинать,0.007443931030416869
ледяной,0.007443931030416869
шуша,0.007443931030416869
звон,0.007443931030416869
называть,0.007443931030416869
мечтать,0.007443931030416869
чаренец,0.007443931030416869
курд,0.007443931030416869
обнимать,0.007443931030416869
палец,0.007443931030416869
месяц,0.007443931030416869
уметь,0.007443931030416869
холодный,0.007443931030416869
обида,0.007443931030416869
холод,0.007443931030416869
зеркало,0.007443931030416869
немного,0.007443931030416869
колючий,0.007443931030416869
улыбка,0.007443931030416869
коньяк,0.007443931030416869
мудрый,0.007443931030416869
однажды,0.007443931030416869
колено,0.007443931030416869
вспоминать,0.007443931030416869
остаток,0.007443931030416869
ограда,0.007443931030416869
огненный,0.007443931030416869
право,0.007443931030416869
кожа,0.007443931030416869
шахвердяный,0.007443931030416869
отчаяние,0.007443931030416869
взглядывать,0.006912221671101378
тополь,0.006912221671101378
алтарь,0.006912221671101378
полдень,0.006912221671101378
доставать,0.006912221671101378
истина,0.006912221671101378
резьба,0.006912221671101378
вдоль,0.006912221671101378
речка,0.006912221671101378
рим,0.006912221671101378
прежний,0.006912221671101378
единый,0.006912221671101378
венец,0.006912221671101378
нету,0.006912221671101378
послушать,0.006912221671101378
ступень,0.006912221671101378
дума,0.006912221671101378
кавказский,0.006912221671101378
утрата,0.006912221671101378
молить,0.006912221671101378
ветвь,0.006912221671101378
нина,0.006912221671101378
колокол,0.006912221671101378
карниз,0.006912221671101378
добро,0.006912221671101378
воскресать,0.006912221671101378
свидетель,0.006912221671101378
арутюнов,0.006912221671101378
маштоц,0.006912221671101378
ашуг,0.006912221671101378
ахтамар,0.006912221671101378
вовсе,0.006912221671101378
грозить,0.006912221671101378
мастерская,0.006912221671101378
волос,0.006912221671101378
читать,0.006912221671101378
летчик,0.006912221671101378
оживать,0.006912221671101378
слезать,0.006912221671101378
опубликовывать,0.006912221671101378
озарять,0.006912221671101378
возникать,0.006912221671101378
чувство,0.006912221671101378
мальчик,0.006912221671101378
чаша,0.006912221671101378
мгновение,0.006912221671101378
корабль,0.006912221671101378
культура,0.006912221671101378
корень,0.006912221671101378
безумный,0.006912221671101378
михайловна,0.006912221671101378
современник,0.006912221671101378
холст,0.006912221671101378
художественный,0.006912221671101378
дед,0.006912221671101378
ласкать,0.006912221671101378
гул,0.006912221671101378
вопль,0.006912221671101378
базар,0.006912221671101378
базальтовый,0.006912221671101378
сияние,0.006912221671101378
летать,0.006912221671101378
мелодия,0.006912221671101378
вместо,0.006912221671101378
зона,0.006912221671101378
шаганэ,0.006912221671101378
страдать,0.006912221671101378
украшать,0.006912221671101378
юный,0.006912221671101378
столько,0.006912221671101378
зал,0.006912221671101378
просить,0.006912221671101378
наставать,0.006912221671101378
ванский,0.006912221671101378
братский,0.006912221671101378
рассказывать,0.006912221671101378
брести,0.006912221671101378
разорять,0.006912221671101378
вход,0.006912221671101378
пыльный,0.006912221671101378
старуха,0.006912221671101378
бред,0.006912221671101378
угасать,0.006912221671101378
сказка,0.006380512311785887
вступать,0.006380512311785887
строить,0.006380512311785887
поставлять,0.006380512311785887
целовать,0.006380512311785887
кисть,0.006380512311785887
высь,0.006380512311785887
проживать,0.006380512311785887
название,0.006380512311785887
дымиться,0.006380512311785887
серый,0.006380512311785887
ангел,0.006380512311785887
торжество,0.006380512311785887
подземный,0.006380512311785887
замок,0.006380512311785887
семь,0.006380512311785887
высоко,0.006380512311785887
пространство,0.006380512311785887
давний,0.006380512311785887
давить,0.006380512311785887
тепло,0.006380512311785887
синь,0.006380512311785887
наука,0.006380512311785887
праздничный,0.006380512311785887
откуда,0.006380512311785887
работа,0.006380512311785887
создавать,0.006380512311785887
нигде,0.006380512311785887
видать,0.006380512311785887
воспоминание,0.006380512311785887
укрывать,0.006380512311785887
алфавит,0.006380512311785887
бессмертный,0.006380512311785887
карс,0.006380512311785887
томиться,0.006380512311785887
тянуться,0.006380512311785887
полк,0.006380512311785887
планета,0.006380512311785887
колесо,0.006380512311785887
полночь,0.006380512311785887
струя,0.006380512311785887
степь,0.006380512311785887
моление,0.006380512311785887
впереди,0.006380512311785887
нынче,0.006380512311785887
подходить,0.006380512311785887
радостный,0.006380512311785887
суметь,0.006380512311785887
вниз,0.006380512311785887
навсегда,0.006380512311785887
дудин,0.006380512311785887
крылатый,0.006380512311785887
веять,0.006380512311785887
руины,0.006380512311785887
плоть,0.006380512311785887
труба,0.006380512311785887
любимый,0.006380512311785887
мужчина,0.006380512311785887
гроздь,0.006380512311785887
привыкать,0.006380512311785887
