,Word,Frequency
634,утолять,3
635,оттачивать,3
636,графиня,3
637,блестка,3
638,сердечко,3
639,бесприютный,3
640,взять,3
641,лента,3
642,бесстрашно,3
643,море,3
644,борей,3
645,непорочный,3
646,врозь,3
647,качели,3
648,уа,3
649,ау,3
650,потерпеть,3
651,полюбить,3
652,одинокий,3
653,хлебнуть,3
654,поигрывать,3
655,скидывать,3
656,чаровать,3
657,палить,3
658,пушистый,3
659,чертить,3
660,бум,3
661,услыхать,3
662,банан,3
663,годавери,3
664,свиваться,3
665,наглядеться,3
666,полька,3
667,внимать,3
668,росс,3
669,беккет,3
670,добывать,3
671,ластиться,3
672,тосковать,3
673,виолончель,3
674,эмалевый,3
675,безумец,3
676,онемевать,3
677,дрожать,3
678,быстрый,3
679,украшаться,3
680,смущаться,3
681,черта,3
682,измаил,3
683,дачный,3
684,шевелить,3
685,эксперимент,3
686,чарующий,3
687,каждый,3
688,изумруд,3
689,черновик,3
690,лукаво,3
691,винный,3
692,ревновать,3
693,разворашивать,3
694,счастливец,3
695,закусывать,3
696,годиться,3
697,ворох,3
698,оттепель,3
699,джинсы,3
700,вертикаль,3
701,путем,3
702,рельс,3
703,разучиваться,3
704,плутон,3
705,связка,3
706,безответный,3
707,командир,3
708,выводить,3
709,глагол,3
710,присылать,3
711,затевать,3
712,сибарис,3
713,челнок,3
714,пеня,3
715,немало,3
716,мощь,3
717,приличный,3
718,неуловимый,3
719,дама,3
720,собственно,3
721,изгонять,3
722,жертвенность,3
723,вокзал,3
724,засыпать,3
725,кружево,3
726,както,3
727,сверять,3
728,баобаб,3
729,задавать,3
730,окутывать,3
731,раскалываться,3
732,взвешивать,3
733,жалеть,3
734,прошивать,3
735,блуждать,3
736,колебаться,3
737,слом,3
738,причина,3
739,романтика,3
740,повезти,3
741,скомкивать,3
742,пролегать,3
743,научаться,3
744,прожектор,3
745,безрассудство,3
746,изображать,3
747,трудно,3
748,вдувать,3
749,предмет,3
750,капуста,3
751,подросток,3
752,динамит,3
753,верста,3
754,кирка,3
755,судить,3
756,харон,3
757,небылица,3
758,гончар,3
759,пешеход,3
760,бодрствовать,3
761,безмолвно,3
762,заклинать,3
763,трижды,3
764,прилив,3
765,шелк,3
766,должно,3
767,далила,3
768,талый,3
769,модный,3
770,выбрасывать,3
771,пантера,3
772,равнодушно,3
773,декабрист,3
774,благодарствовать,3
775,баба,3
776,нетерпение,3
777,человеческий,3
778,доверяться,3
779,неспешно,3
780,пошлый,3
781,окунь,3
782,думать,3
783,застывший,3
784,карета,3
785,лобзание,3
786,святый,3
787,тянуться,3
788,бюст,3
789,наедаться,3
790,шкаф,3
791,некий,3
792,железный,3
793,атака,3
794,разбудить,3
795,аз,3
796,свисток,3
797,лавровый,3
798,рядом,3
799,просыпать,3
800,коротать,3
801,здорово,3
802,единство,3
803,липа,3
804,артист,3
805,падение,3
806,выцветать,2
807,лишний,2
808,дубочек,2
809,исчезновение,2
810,броня,2
811,предрассветный,2
812,кронштадтский,2
813,роща,2
814,неясный,2
815,звонок,2
816,учительница,2
817,прицеп,2
818,поклон,2
819,девятьсот,2
820,трактор,2
821,бескозырка,2
822,погожий,2
823,вологдугд,2
824,подмосковный,2
825,обменяться,2
826,затуманиваться,2
827,фляга,2
828,гвардейский,2
829,штормовой,2
830,плавать,2
831,вологдагдагдагд,2
832,прядка,2
833,удобный,2
834,вологдугдугдугд,2
835,тетрадка,2
836,вологдагд,2
837,средина,2
838,вологда,2
839,разведывать,2
840,разлучаться,2
841,подставлять,2
842,столп,2
843,длиться,2
844,бдение,2
845,бледность,2
846,тусклый,2
847,уводить,2
848,слыхать,2
849,ненаглядный,2
850,пробуждение,2
851,избывать,2
852,метание,2
853,обязательство,2
854,бессилие,2
855,покорствовать,2
856,сентябрь,2
857,уразумевать,2
858,убыль,2
859,экседра,2
860,улыбчивый,2
861,иностранец,2
862,похороны,2
863,лютеранин,2
864,орава,2
865,разменивать,2
866,иванов,2
867,присутствие,2
868,нежилой,2
869,теплый,2
870,почка,2
871,гадюка,2
872,флейта,2
873,хрящ,2
874,позвоночник,2
875,кровьстроительница,2
876,комод,2
877,ломовой,2
878,перекрестный,2
879,менада,2
880,бесцельный,2
881,июль,2
882,телеграмма,2
883,аи,2
884,ореол,2
885,коса,2
886,лотос,2
887,безбрежность,2
888,кружить,2
889,заколдованный,2
890,нежить,2
891,изменчивый,2
892,мысленно,2
893,радовать,2
894,одолевать,2
895,повстречать,2
896,кушль,2
897,пробуждаться,2
898,молодо,2
899,печалиться,2
900,столбец,2
901,скупой,2
902,предчувствие,2
903,послышаться,2
904,искатель,2
905,касаться,2
906,беззвездный,2
907,мотылек,2
908,снисходить,2
909,обронить,2
910,шедевр,2
911,газетный,2
912,франц,2
913,звонкозвучный,2
914,полусонно,2
915,лопасть,2
916,утомленный,2
917,созвучие,2
918,зайти,2
919,звонить,2
920,купаться,2
921,кофточка,2
922,измерять,2
923,помять,2
924,подозрение,2
925,дружок,2
926,починять,2
927,посидеть,2
928,подробно,2
929,понедельник,2
930,бездарный,2
931,будни,2
932,городской,2
933,обдумывать,2
934,старомодный,2
935,десятилетие,2
936,метод,2
937,добровольный,2
938,достоевский,2
939,продолжение,2
940,невский,2
941,почерк,2
942,четыре,2
943,приклад,2
944,березка,2
945,заводь,2
946,акация,2
947,рядовой,2
948,нехороший,2
949,каравансарай,2
950,накат,2
951,переправа,2
952,фронтовой,2
953,настил,2
954,ровно,2
955,вытерпеть,2
956,жаловаться,2
957,кино,2
958,пулемет,2
959,пояс,2
960,почта,2
961,шагать,2
962,воистину,2
963,навеки,2
964,разонравиться,2
965,труха,2
966,пароходный,2
967,пустырь,2
968,насмешка,2
969,полчаса,2
970,руль,2
971,сторицей,2
972,хромать,2
973,почернеть,2
974,приказ,2
975,простучать,2
976,капитан,2
977,команда,2
978,недобрый,2
979,внимательно,2
980,тростинка,2
981,готический,2
982,мальчишка,2
983,опала,2
984,трещать,2
985,влечься,2
986,позабываться,2
987,болтать,2
988,маня,2
989,нецеловать,2
990,ремень,2
991,шарманка,2
992,дощатый,2
993,увядание,2
994,разлетаться,2
995,сберется,2
996,дождевой,2
997,неслышный,2
998,остов,2
999,мохнатый,2
1000,петербург,2
1001,нищенский,2
1002,шпала,2
1003,крыса,2
1004,присно,2
1005,попытка,2
1006,горемычный,2
1007,вервь,2
1008,бульвар,2
1009,венецианский,2
1010,ступенька,2
1011,компьютер,2
1012,смахивать,2
1013,подтверждать,2
1014,умелец,2
1015,простушка,2
1016,растворять,2
1017,белка,2
1018,оса,2
1019,выпрыгивать,2
1020,пуговица,2
1021,уключина,2
1022,зеркало,2
1023,школьница,2
1024,актриса,2
1025,забор,2
1026,винт,2
1027,рыбачить,2
1028,подражать,2
1029,городсад,2
1030,спинка,2
1031,электрический,2
1032,цепочка,2
1033,миндальный,2
1034,молочный,2
1035,стылый,2
1036,потертый,2
1037,мурлыкать,2
1038,вишневый,2
1039,помещение,2
1040,рожа,2
1041,радужный,2
1042,орвьето,2
1043,гробница,2
1044,винченец,2
1045,мрамор,2
1046,тревизо,2
1047,латинский,2
1048,седмица,2
1049,маргарита,2
1050,привкус,2
1051,шпага,2
1052,цекуба,2
1053,терпкость,2
1054,непривычный,2
1055,фонарик,2
1056,уфан,2
1057,солдатик,2
1058,брызгать,2
1059,петел,2
1060,троллейбус,2
1061,пекарня,2
1062,новодевичий,2
1063,измерение,2
1064,титр,2
1065,сугроб,2
1066,пульсировать,2
1067,свечение,2
1068,кипарисовый,2
1069,заплутать,2
1070,пари,2
1071,нотрдам,2
1072,богоматерь,2
1073,непонятно,2
1074,безводье,2
1075,распластываться,2
1076,агония,2
1077,подпрыгивать,2
1078,параллель,2
1079,спутывать,2
1080,папа,2
1081,впредь,2
1082,попрощаться,2
1083,пропажа,2
1084,неслабый,2
1085,верига,2
1086,тактика,2
1087,стратег,2
1088,провоцировать,2
1089,поразный,2
1090,миллиард,2
1091,широта,2
1092,скольжение,2
1093,ловля,2
1094,вежливый,2
1095,конфета,2
1096,дымчатый,2
1097,прошлогодний,2
1098,есмь,2
1099,взаперти,2
1100,вздорный,2
1101,понимание,2
1102,разговаривать,2
1103,медлительно,2
1104,знаток,2
1105,михайлович,2
1106,тверской,2
1107,голубоватый,2
1108,свернуться,2
1109,сопеть,2
1110,данте,2
1111,циклоп,2
1112,чернозем,2
1113,афиша,2
1114,плед,2
1115,пигмей,2
1116,нахально,2
1117,буквально,2
1118,немножечко,2
1119,клеопатра,2
1120,кочерга,2
1121,обнимка,2
1122,причал,2
1123,машинист,2
1124,паспорт,2
1125,животный,2
1126,обезьяна,2
1127,ведьма,2
1128,поводок,2
1129,облизываться,2
1130,лоррен,2
1131,вита,2
1132,светопись,2
1133,приметный,2
1134,королевский,2
1135,терновник,2
1136,тиски,2
1137,зыбко,2
1138,арбузный,2
1139,вздыбиться,2
1140,яна,2
1141,отгонять,2
1142,роспись,2
1143,бицепс,2
1144,блюз,2
1145,взбивать,2
1146,главное,2
1147,отсрочка,2
1148,ангелхранитель,2
1149,счеты,2
1150,интернет,2
1151,пенять,2
1152,обход,2
1153,пьянить,2
1154,рыбак,2
1155,королева,2
1156,штальэк,2
1157,хныкать,2
1158,спекулянт,2
1159,приступочка,2
1160,рынок,2
1161,алоэ,2
1162,сушка,2
1163,шар,2
1164,наволочка,2
1165,вчетвером,2
1166,суетиться,2
1167,бесстыдство,2
1168,хлебник,2
1169,флора,2
1170,аскания,2
1171,смола,2
1172,хирург,2
1173,льдистый,2
1174,бензиновый,2
1175,исса,2
1176,мозаика,2
1177,перистиль,2
1178,пророчица,2
1179,тога,2
1180,туника,2
1181,нагота,2
1182,девчонка,2
1183,гостья,2
1184,скрипочка,2
1185,бычок,2
1186,фантазер,2
1187,вилла,2
1188,претыкаться,2
1189,овсянка,2
1190,записывать,2
1191,агат,2
1192,тундра,2
1193,диктатор,2
1194,чужак,2
1195,елка,2
1196,малявка,2
1197,платочек,2
1198,лейтенант,2
1199,лыжня,2
1200,чѐрных,2
1201,отребье,2
1202,грас,2
1203,запруда,2
1204,ворочаться,2
1205,взросление,2
1206,ушко,2
1207,всуе,2
1208,дубакряхтун,2
1209,оболочка,2
1210,деточка,2
1211,ангина,2
1212,ребеночек,2
1213,чебурашка,2
1214,тотальный,2
1215,дрянь,2
1216,фига,2
1217,нехай,2
1218,осознание,2
1219,дергать,2
1220,протяженность,2
1221,ткнуться,2
1222,заволакивать,2
1223,соломенный,2
1224,щелкать,2
1225,срастаться,2
1226,голосить,2
1227,револьвер,2
1228,снулый,2
1229,решимость,2
1230,чорный,2
1231,старка,2
1232,тяпочка,2
1233,свт,2
1234,иоасаф,2
1235,прояснять,2
1236,синька,2
1237,богородцева,2
1238,белгород,2
1239,белорусский,2
1240,преп,2
1241,сантьяго,2
1242,зеведеев,2
1243,зеведь,2
1244,инстинкт,2
1245,накликать,2
1246,иуда,2
1247,морг,2
1248,гораздо,2
1249,днепр,2
1250,кубань,2
1251,обманный,2
1252,побрести,2
1253,плетень,2
1254,серьезный,2
1255,тайга,2
1256,алтайский,2
1257,полумрак,2
1258,простыня,2
1259,капля,2
1260,стенка,2
1261,промолвить,2
1262,холодеть,2
1263,связной,2
1264,однообразие,2
1265,утекать,2
1266,кострома,2
1267,черемуха,2
1268,врезать,2
1269,барьер,2
1270,манер,2
1271,посвоему,2
1272,хрустеть,2
1273,кукушка,2
1274,улавливать,2
1275,растить,2
1276,ошибаться,2
1277,ненастный,2
1278,папин,2
1279,жестяной,2
1280,рань,2
1281,черед,2
1282,расписание,2
1283,свинец,2
1284,бабий,2
1285,нитка,2
1286,темь,2
1287,простыть,2
1288,вдосталь,2
1289,поптичьи,2
1290,кросс,2
1291,живздор,2
1292,оглушать,2
1293,привычность,2
1294,бабка,2
1295,мастерица,2
1296,усаживаться,2
1297,колодка,2
1298,досель,2
1299,схожий,2
1300,подхватывать,2
1301,уронить,2
1302,прогибаться,2
1303,неотвратимый,2
1304,насовсем,2
1305,оглоушивать,2
1306,плесень,2
1307,наповал,2
1308,смешок,2
1309,завещать,2
1310,похолодать,2
1311,полудетский,2
1312,обходиться,2
1313,сужденный,2
1314,дебри,2
1315,цикута,2
1316,бутафорский,2
1317,томик,2
1318,недовершенный,2
1319,обрез,2
1320,великолепный,2
1321,надрывчатый,2
1322,исповедоваться,2
1323,é,2
1324,беспутный,2
1325,всплеск,2
1326,текучий,2
1327,ромео,2
1328,жилка,2
1329,москварек,2
1330,пугаться,2
1331,шелковый,2
1332,веревка,2
1333,униматься,2
1334,горлинка,2
1335,постоянно,2
1336,обгонять,2
1337,непрекращающийся,2
1338,арсений,2
1339,поспорить,2
1340,пастель,2
1341,больничный,2
1342,завершение,2
1343,больница,2
1344,беспокойство,2
1345,детсад,2
1346,оглавление,2
1347,ох,2
1348,скрещиваться,2
1349,гасить,2
1350,донна,2
1351,блистание,2
1352,окунать,2
1353,снасть,2
1354,перст,2
1355,наводить,2
1356,бусы,2
1357,голый,2
1358,сохнуть,2
1359,пополам,2
1360,отогревать,2
1361,ланита,2
1362,охапка,2
1363,выговаривать,2
1364,частица,2
1365,полотняный,2
1366,маковка,2
1367,уловка,2
1368,неброский,2
1369,магомет,2
1370,кусаться,2
1371,намеривать,2
1372,гипсовый,2
1373,проникаться,2
1374,подходящий,2
1375,старье,2
1376,эйнштейн,2
1377,алкаш,2
1378,семит,2
1379,шпана,2
1380,антисемит,2
1381,выгибать,2
1382,стрелка,2
1383,гагарин,2
1384,мироздание,2
1385,поскрипывать,2
1386,достойно,2
1387,количество,2
1388,античность,2
1389,затейливый,2
1390,одноклассник,2
1391,мина,2
1392,тупой,2
1393,балдеть,2
1394,оттиск,2
1395,бедро,2
1396,религия,2
1397,индус,2
1398,досадно,2
1399,ответчик,2
1400,домишко,2
1401,разглядеть,2
1402,олень,2
1403,скудельный,2
1404,обретаться,2
1405,малыш,2
1406,гарцевать,2
1407,птаха,2
1408,несказанный,2
1409,крупица,2
1410,лучик,2
1411,содом,2
1412,сумбурный,2
1413,прораб,2
1414,взгорок,2
1415,мугнецян,2
1416,слободской,2
1417,резь,2
1418,подпол,2
1419,чай,2
1420,буфет,2
1421,кассета,2
1422,тракт,2
1423,сплошь,2
1424,вылазить,2
1425,дорастать,2
1426,ссадина,2
1427,дважды,2
1428,безрукий,2
1429,построить,2
1430,хваленый,2
1431,гадалка,2
1432,исцеление,2
1433,позади,2
1434,оберегать,2
1435,приоткрывать,2
1436,мерить,2
1437,мерка,2
1438,прикасаться,2
1439,волчица,2
1440,прыгать,2
1441,завлекать,2
1442,олененок,2
1443,огорчать,2
1444,дагестан,2
1445,меткий,2
1446,прицеливаться,2
1447,стократ,2
1448,распоряжаться,2
1449,напоказ,2
1450,расцвечивать,2
1451,проваливаться,2
1452,разуметь,2
1453,трусость,2
1454,отпетый,2
1455,полегать,2
1456,печально,2
1457,искривлять,2
1458,бумажный,2
1459,тираж,2
1460,перемещаться,2
1461,спектр,2
1462,правнук,2
1463,выживать,2
1464,толочь,2
1465,ступа,2
1466,полуживой,2
1467,прорваться,2
1468,красться,2
1469,попытаться,2
1470,марксизм,2
1471,пресс,2
1472,хайям,2
1473,дотла,2
1474,омар,2
1475,поперек,2
1476,критик,2
1477,синтез,2
1478,державин,2
1479,дож,2
1480,нежиться,2
1481,лучезарный,2
1482,замолчать,2
1483,сосредоточенный,2
1484,заживо,2
1485,злато,2
1486,чутко,2
1487,песчинка,2
1488,помедлить,2
1489,промчать,2
1490,сеятель,2
1491,дядя,2
1492,дочь,2
1493,честный,2
1494,говор,2
1495,венок,2
1496,богомолка,2
1497,поселять,2
1498,служанка,2
1499,упоение,2
1500,отравлять,2
1501,класть,2
1502,росток,2
1503,зала,2
1504,опытный,2
1505,гусар,2
1506,проскальзывать,2
1507,промолчать,2
1508,зорко,2
1509,палата,2
1510,ровный,2
1511,бормотать,2
1512,прочтение,2
1513,факел,2
1514,оборвать,2
1515,колокольчик,2
1516,роскошный,2
1517,воротиться,2
1518,сеять,2
1519,кузнечик,2
1520,прорезать,2
1521,склонясь,2
1522,жилец,2
1523,потаенный,2
1524,опустелый,2
1525,напитывать,2
1526,бешеный,2
1527,поклоняться,2
1528,чертог,2
1529,мирской,2
1530,полуодетый,2
1531,почва,2
1532,вынести,2
1533,соседство,2
1534,евангелие,2
1535,неизъяснимый,2
1536,ангельский,2
1537,эммаус,2
1538,тартар,2
1539,сверкнуть,2
1540,порочный,2
1541,флегетон,2
1542,томить,2
1543,пострадавший,2
1544,взрыть,2
1545,покоряться,2
1546,дальний,2
1547,камыш,2
1548,клевета,2
1549,изза,2
1550,уютно,2
1551,состояние,2
1552,бокал,2
1553,осиять,2
1554,лизанька,2
1555,короткий,2
1556,неволя,2
1557,уста,2
1558,алексей,2
1559,актер,2
1560,толк,2
1561,боязнь,2
1562,приход,2
1563,вал,2
1564,чегото,2
1565,судья,2
1566,посылать,2
1567,нарядный,2
1568,посланец,2
1569,мечтать,2
1570,беззвучный,2
1571,душно,2
1572,лад,2
1573,синить,2
1574,чутьчуть,2
1575,пролог,2
1576,тешиться,2
1577,ладья,2
1578,лачужка,2
1579,крытый,2
1580,зареять,2
1581,пылкий,2
1582,липовый,2
1583,кряхтеть,2
1584,вспархивать,2
1585,препона,2
1586,отовсюду,2
1587,скелет,2
1588,небрежный,2
1589,спеваться,2
1590,скамейка,2
1591,избушка,2
1592,грозовой,2
1593,поезд,2
1594,мгновенно,2
1595,проповедовать,2
